# generated 2026-08-17 17:51:50 +0800 by e3_analyze.py (l1-e3-analysis-1)
# E3 dedup rule: last row per (arm, budget_level, pipeline, repeat, item_id); earlier rows are superseded attempts
# suite suite.jsonl sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
# adjustment schema sha256 1115fa83d8910ed18a4fa1a421e80aaf4629f4c91fc22f83c81ba32c3fa39321
# E3 slice E3-240 sha256 84b24f0232754344a4c16bcbe9e697b12aef9c707661a365c111424ee861e3e5 (240 items)
# guard configurations: UNGUARDED b932b4a480c187968da8445242479be77d62341b7f35753f9cba7fdc3500dc89, G_FEAS 6176c8978a84adf727594d2a7a574dad6e03628e1d3cdddefbf76cfa79122390, G_CERT 52c094406252bf1ab57350d1ec4f9165f8bc4f7d83df2b99e1fb52356e829a42
# ladder anchors: /home/ziheng/PaperL1/analysis/ladder (reconciliation 4208/4208 passed)
# /home/ziheng/PaperL1/results/e3_qwen14b/trajectories.jsonl sha256 604f356e6dc1625f83c816221fe87a61676a25cfcb1d7942fb70461f699c1204
# /home/ziheng/PaperL1/results/e3_qwen14b/calls.jsonl sha256 02b7d7d6018f16185c58c0c6db68aa04ece5e0071711ed35f388bd0eb90ff571
# /home/ziheng/PaperL1/results/e3_replay_qwen14b/verdicts.jsonl sha256 02000960325ccbef18394354273795ab22638e252eb7a1f4478a8ad26ad99606
# /home/ziheng/PaperL1/results/e3_replay_qwen14b/summary.json sha256 5db2ae0bb56ffb3cd22822db4e1535aec85967dda806639384344e9898153d5f
# /home/ziheng/PaperL1/results/e3_qwen27b/trajectories.jsonl sha256 027f860346b1a8699699f98b05021a57f3087053d87d740770024d012bd1f278
# /home/ziheng/PaperL1/results/e3_qwen27b/calls.jsonl sha256 465f593d8d41de1e32fe3bf0d1e53d39936a238d38580272b2b1bf89daebe699
# /home/ziheng/PaperL1/results/e3_replay_qwen27b/verdicts.jsonl sha256 a21c32d9ff46d67068822a7b95db6bb4041d268e6816bf7351af8899ef3462de
# /home/ziheng/PaperL1/results/e3_replay_qwen27b/summary.json sha256 857e61c9e8cb14d8b1bd2b391da3a187e9917d2b47c10839898994a8779622ee
# /home/ziheng/PaperL1/results/e3_openai/trajectories.jsonl sha256 a43366e597f6d8b2d4daffc7aebc3c05aa81bbb589a47b61e51a28054483b788
# /home/ziheng/PaperL1/results/e3_openai/calls.jsonl sha256 d77aca570ce5a50376931a1ae0d35fff1ed3fea87895e83b6c3a7ef8604f1136
# /home/ziheng/PaperL1/results/e3_replay_openai/verdicts.jsonl sha256 168a8b20626a3b70ea16308f7a56af95abe146da4e5607fdb3d3b6f36692dfee
# /home/ziheng/PaperL1/results/e3_replay_openai/summary.json sha256 ce1e2d5d91be629bf059f7d3c8e0efb53b698f89a07ace4fd5eb397b459fe62f
# /home/ziheng/PaperL1/results/e3_deepseek/trajectories.jsonl sha256 4d34fcdb78f405748b1cd8b7784f4b37f059c12a59232629b059f4593d04197f
# /home/ziheng/PaperL1/results/e3_deepseek/calls.jsonl sha256 e27dd7d19e9b1613dab14d2b85bc49c97b3471e52d4880f3e6ab8367e230b7c5
# /home/ziheng/PaperL1/results/e3_replay_deepseek/verdicts.jsonl sha256 8e42a2c7a2730cee28e6de7aba54b4f96f88c87a712eb5a95c83fb8549106d4b
# /home/ziheng/PaperL1/results/e3_replay_deepseek/summary.json sha256 71a18e38480b7f4c69cf1a64175231c5224f8361300d2f0f77b35a9f3c5b13a9
# /home/ziheng/PaperL1/results/e3_sonnet/trajectories.jsonl sha256 36fb12389daceec2a8b4a11779c4593c3af3bc25887c8888fb94d3aba49a129e
# /home/ziheng/PaperL1/results/e3_sonnet/calls.jsonl sha256 951b14ebefb47a1fe40b4caffab1c97f397551ff4d921e9e4e00f47678c87753
# /home/ziheng/PaperL1/results/e3_replay_sonnet/verdicts.jsonl sha256 8784318b09fb75599bb1d562cf156c3838b407833647fe82712e333b3d46ca36
# /home/ziheng/PaperL1/results/e3_replay_sonnet/summary.json sha256 220adec6a82e3698c5d713681dd05f902ad4f943fd1fc8147ce427e8b319e7ed
# /home/ziheng/PaperL1/results/e3_opus/trajectories.jsonl sha256 e8e32230b294a996e3e6cca11deae0fabf5f3d9d157707d540d628e189c27772
# /home/ziheng/PaperL1/results/e3_opus/calls.jsonl sha256 9e0d0e5ec13594ddb69278766aaadcff2d0e89dfb1c7bc78e422bac1a019ade6
# /home/ziheng/PaperL1/results/e3_replay_opus/verdicts.jsonl sha256 9af87fa798a1aede09a82db34cadee9455d6d20b65302c16f0a4ac89b2453a17
# /home/ziheng/PaperL1/results/e3_replay_opus/summary.json sha256 c4ee48fb4393dcaff42794cf3b16690777bf827faed96f0df60a48b823ccc2f1
# every verdict is recomputed from the trajectory log with e3_replay's own evaluation path and asserted equal to results/e3_replay_*; no number is adjusted to make an assertion pass
arm,model,subject,subject_kind,metric,metric_kind,tight,loose,delta_loose_minus_tight,sign_tight,sign_loose,ordering_flips
sonnet,Claude Sonnet 5 (closed),SINGLE+G minus MULTI-G,ordering,violation_pass_through_strict,outcome,0.076389,0.041667,-0.034722,+,+,False
sonnet,Claude Sonnet 5 (closed),SINGLE+G minus MULTI-G,ordering,false_block_rate,outcome,-0.031250,0.000000,0.031250,-,0,False
sonnet,Claude Sonnet 5 (closed),SINGLE+G minus MULTI-G,ordering,certified_gap_median,outcome,0.003413,-0.002940,-0.006353,+,-,True
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,cap_binding_share,cost,0.000000,0.000000,0.000000,0,0,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,all_tokens_median,cost,0.000000,0.000000,0.000000,0,0,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,variant_tokens_median,cost,0.000000,267.500000,267.500000,0,+,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,variant_tokens_mean,cost,0.000000,680.604167,680.604167,0,+,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,wall_s_mean,cost,0.000000,0.000000,0.000000,0,0,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,usd_total,cost,0.000000,0.000000,0.000000,0,0,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,wwt_original_mean_bh,outcome,-14.360472,-40.469587,-26.109115,-,-,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,wwt_original_median_bh,outcome,0.000000,-15.212000,-15.212000,0,-,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,wwt_vs_rule_mean_bh,outcome,-14.360473,-40.469588,-26.109115,-,-,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,warranted_outcome_rate,outcome,0.245833,0.762500,0.516667,+,+,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,violation_pass_through,outcome,-0.020833,-0.145833,-0.125000,-,-,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,violation_pass_through_strict,outcome,-0.020833,-0.138889,-0.118056,-,-,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,false_block_rate,outcome,0.052083,0.000000,-0.052083,+,0,False
sonnet,Claude Sonnet 5 (closed),MULTI-G minus MULTI-UG,ordering,certified_gap_median,outcome,,,,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,n,cost,240.000000,240.000000,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,cap_binding_share,cost,0.412500,0.016667,-0.395833,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,all_tokens_median,cost,5936.500000,6237.500000,301.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,variant_tokens_median,cost,5936.500000,6237.500000,301.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,variant_tokens_mean,cost,5800.383333,7257.187500,1456.804167,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,wall_s_mean,cost,10.507462,12.103379,1.595917,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,usd_total,cost,7.794961,3.646612,-4.148349,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,wwt_original_mean_bh,outcome,703.407930,706.229972,2.822042,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,wwt_original_median_bh,outcome,637.751600,637.751600,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,wwt_vs_rule_mean_bh,outcome,0.315007,3.137049,2.822043,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,warranted_outcome_rate,outcome,0.983333,1.000000,0.016667,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,violation_pass_through,outcome,0.333333,0.437500,0.104167,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,violation_pass_through_strict,outcome,0.159722,0.250000,0.090278,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,false_block_rate,outcome,0.041667,0.000000,-0.041667,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G,variant,certified_gap_median,outcome,0.010132,0.004660,-0.005472,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,n,cost,240.000000,240.000000,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,cap_binding_share,cost,1.000000,0.033333,-0.966667,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,all_tokens_median,cost,5199.500000,13247.000000,8047.500000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,variant_tokens_median,cost,5199.500000,13247.000000,8047.500000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,variant_tokens_mean,cost,5225.529167,13471.695833,8246.166667,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,wall_s_mean,cost,14.036038,24.734486,10.698447,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,usd_total,cost,4.729631,8.289775,3.560144,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,wwt_original_mean_bh,outcome,703.100555,706.128916,3.028361,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,wwt_original_median_bh,outcome,637.751600,637.751600,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,wwt_vs_rule_mean_bh,outcome,0.007632,3.035992,3.028361,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,warranted_outcome_rate,outcome,0.995833,0.995833,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,violation_pass_through,outcome,0.097222,0.416667,0.319444,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,violation_pass_through_strict,outcome,0.083333,0.222222,0.138889,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,false_block_rate,outcome,0.010417,0.010417,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-G,variant,certified_gap_median,outcome,0.008896,0.007960,-0.000936,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,n,cost,240.000000,240.000000,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,cap_binding_share,cost,1.000000,0.033333,-0.966667,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,all_tokens_median,cost,5199.500000,13247.000000,8047.500000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,variant_tokens_median,cost,5199.500000,13029.000000,7829.500000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,variant_tokens_mean,cost,5225.529167,12692.820833,7467.291667,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,wall_s_mean,cost,14.036038,24.734486,10.698447,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,usd_total,cost,4.729631,8.289775,3.560144,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,wwt_original_mean_bh,outcome,704.886597,750.475924,45.589328,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,wwt_original_median_bh,outcome,637.751600,652.963600,15.212000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,wwt_vs_rule_mean_bh,outcome,1.793673,47.383001,45.589328,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,warranted_outcome_rate,outcome,0.858333,0.258333,-0.600000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,violation_pass_through,outcome,0.104167,0.548611,0.444444,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,violation_pass_through_strict,outcome,0.090278,0.347222,0.256944,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,false_block_rate,outcome,0.000000,0.000000,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",MULTI-UG,variant,certified_gap_median,outcome,,,,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,n,cost,240.000000,240.000000,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,cap_binding_share,cost,0.412500,0.016667,-0.395833,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,all_tokens_median,cost,5936.500000,6237.500000,301.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,variant_tokens_median,cost,5936.500000,6093.000000,156.500000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,variant_tokens_mean,cost,5800.383333,6361.479167,561.095833,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,wall_s_mean,cost,10.507462,12.103379,1.595917,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,usd_total,cost,7.794961,3.646612,-4.148349,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,wwt_original_mean_bh,outcome,740.710194,751.106189,10.395995,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,wwt_original_median_bh,outcome,637.751600,652.963600,15.212000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,wwt_vs_rule_mean_bh,outcome,37.617271,48.013266,10.395995,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,warranted_outcome_rate,outcome,0.304167,0.229167,-0.075000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,violation_pass_through,outcome,0.500000,0.576389,0.076389,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,violation_pass_through_strict,outcome,0.319444,0.381944,0.062500,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,false_block_rate,outcome,0.000000,0.000000,0.000000,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE-UG *,variant,certified_gap_median,outcome,,,,,,
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,cap_binding_share,cost,-0.587500,-0.016667,0.570833,-,-,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,all_tokens_median,cost,737.000000,-7009.500000,-7746.500000,+,-,True
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,variant_tokens_median,cost,737.000000,-7009.500000,-7746.500000,+,-,True
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,variant_tokens_mean,cost,574.854167,-6214.508333,-6789.362500,+,-,True
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,wall_s_mean,cost,-3.528576,-12.631106,-9.102531,-,-,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,usd_total,cost,3.065330,-4.643163,-7.708493,+,-,True
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,wwt_original_mean_bh,outcome,0.307375,0.101057,-0.206318,+,+,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,wwt_original_median_bh,outcome,0.000000,0.000000,0.000000,0,0,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,wwt_vs_rule_mean_bh,outcome,0.307375,0.101057,-0.206318,+,+,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,warranted_outcome_rate,outcome,-0.012500,0.004167,0.016667,-,+,True
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,violation_pass_through,outcome,0.236111,0.020833,-0.215278,+,+,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,violation_pass_through_strict,outcome,0.076389,0.027778,-0.048611,+,+,False
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,false_block_rate,outcome,0.031250,-0.010417,-0.041667,+,-,True
opus,"Claude Opus 5 (closed, flagship)",SINGLE+G minus MULTI-G,ordering,certified_gap_median,outcome,0.001236,-0.003300,-0.004535,+,-,True
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,cap_binding_share,cost,0.000000,0.000000,0.000000,0,0,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,all_tokens_median,cost,0.000000,0.000000,0.000000,0,0,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,variant_tokens_median,cost,0.000000,218.000000,218.000000,0,+,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,variant_tokens_mean,cost,0.000000,778.875000,778.875000,0,+,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,wall_s_mean,cost,0.000000,0.000000,0.000000,0,0,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,usd_total,cost,0.000000,0.000000,0.000000,0,0,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,wwt_original_mean_bh,outcome,-1.786042,-44.347008,-42.560967,-,-,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,wwt_original_median_bh,outcome,0.000000,-15.212000,-15.212000,0,-,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,wwt_vs_rule_mean_bh,outcome,-1.786042,-44.347008,-42.560967,-,-,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,warranted_outcome_rate,outcome,0.137500,0.737500,0.600000,+,+,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,violation_pass_through,outcome,-0.006944,-0.131944,-0.125000,-,-,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,violation_pass_through_strict,outcome,-0.006944,-0.125000,-0.118056,-,-,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,false_block_rate,outcome,0.010417,0.010417,0.000000,+,+,False
opus,"Claude Opus 5 (closed, flagship)",MULTI-G minus MULTI-UG,ordering,certified_gap_median,outcome,,,,,,
